1114389,DE618Z5178,40003,DG#1 LUB OIL TEMPERATURE ENGINE INLET,2026-04-03T05:55:15+00:00,155,deg C
1114389,DE618Z5178,40004,DG#1 H.T. WATER TEMPERATURE ENGINE OUTLET,2026-04-03T05:55:15+00:00,80,deg C
1114389,DE618Z5178,40006,DG#1 No.1CYL. EXHAUST GAS TEMPERATURE,2026-04-03T05:55:15+00:00,299,deg C
1114389,DE618Z5178,40007,DG#1 No.2CYL. EXHAUST GAS TEMPERATURE,2026-04-03T05:55:15+00:00,301,deg C
1114389,DE618Z5178,40008,DG#1 No.3CYL. EXHAUST GAS TEMPERATURE,2026-04-03T05:55:15+00:00,307,deg C
1114389,DE618Z5178,40009,DG#1 No.4CYL. EXHAUST GAS TEMPERATURE,2026-04-03T05:55:15+00:00,314,deg C
1114389,DE618Z5178,40010,DG#1 No.5CYL. EXHAUST GAS TEMPERATURE,2026-04-03T05:55:15+00:00,309,deg C
1114389,DE618Z5178,40011,DG#1 No.6CYL. EXHAUST GAS TEMPERATURE,2026-04-03T05:55:15+00:00,0,deg C
1114389,DE618Z5178,40014,DG#1 EXHAUST GAS TEMPERATURE T/C INLET 1,2026-04-03T05:55:15+00:00,402,deg C
1114389,DE618Z5178,40015,DG#1 EXHAUST GAS TEMPERATURE T/C INLET 2,2026-04-03T05:55:15+00:00,291,deg C
1114389,DE618Z5178,40016,DG#1 EXHAUST GAS TEMPERATURE T/C OUTLET,2026-04-03T05:55:15+00:00,30,deg C
1114389,DE618Z5178,40017,DG#1 H.T. WATER PRESSURE ENGINE INLET,2026-04-03T05:55:15+00:00,0.2,MPa
1114389,DE618Z5178,40019,DG#1 L.T. WATER PRESSURE ENGINE INLET,2026-04-03T05:55:15+00:00,4.0,MPa
1114389,DE618Z5178,40020,DG#1 STARTING AIR PRESSURE,2026-04-03T05:55:15+00:00,0.8,MPa
1114389,DE618Z5178,40021,DG#1 FUEL OIL PRESSURE ENGINE INLET,2026-04-03T05:55:15+00:00,0.0,MPa
1114389,DE618Z5178,40025,DG#1 LUB OIL PRESSURE,2026-04-03T05:55:15+00:00,7.0,MPa
1114389,DE618Z5178,40026,DG#1 ENGINE SPEED,2026-04-03T05:55:15+00:00,0,min-1
